district,property_type,bedrooms,bathrooms,floors,land_perches,floor_area_sqft,age_years,has_garage,has_pool,furnished,price_lkr
Matara,House,4,3,2,6.0,1822.0,22,0,0,0,28499464
Colombo,House,2,1,3,11.1,1170.0,33,1,0,0,84224997
Kandy,Apartment,4,3,2,15.7,1772.0,3,1,1,1,55623241
Colombo,Apartment,2,2,1,5.1,800.0,9,0,0,0,47641526
Ratnapura,Land & House,5,4,2,17.9,2083.0,9,1,0,0,44183463
Jaffna,Apartment,3,3,2,78.5,1480.0,7,1,0,0,41386154
Ratnapura,Apartment,2,2,3,53.9,1113.0,0,1,0,0,21130286
Colombo,Apartment,2,1,1,30.5,861.0,24,0,0,0,93868869
Negombo,Land & House,5,5,2,8.6,1913.0,2,0,0,1,121915468
Jaffna,Villa,4,3,1,4.3,1473.0,40,1,0,1,41296791
Kandy,House,4,4,3,30.9,1816.0,22,1,0,0,57536396
Kurunegala,House,3,2,1,4.9,1093.0,13,1,0,0,17163902
Ratnapura,House,3,3,3,7.5,1632.0,2,0,0,1,29210170
Anuradhapura,Apartment,2,2,3,15.8,1066.0,11,0,0,0,12576182
Matara,Villa,3,3,1,6.9,1278.0,5,1,0,1,46898266
Colombo,Apartment,2,1,3,30.9,1168.0,4,0,0,0,130591404
Kandy,House,6,5,1,26.5,2253.0,24,1,1,0,92766222
Ratnapura,Villa,4,3,1,25.1,1698.0,7,0,0,0,42164411
Colombo,Villa,3,2,1,29.4,973.0,9,0,0,1,214599248
Jaffna,House,2,1,3,7.7,1130.0,25,0,0,0,20508398
Jaffna,Apartment,4,3,1,23.6,1441.0,1,1,0,0,30097449
Negombo,House,2,1,2,10.6,803.0,14,0,0,0,31952018
Badulla,Land & House,2,2,2,20.5,880.0,13,1,0,0,21430572
Kandy,Villa,2,1,3,6.0,1151.0,8,0,0,0,52726095
Kandy,Apartment,3,2,2,22.3,1277.0,24,1,1,1,39991370
Colombo,Apartment,4,4,1,57.7,1639.0,35,0,0,1,147861205
Galle,Land & House,3,3,1,4.7,1178.0,9,0,0,0,60146841
Colombo,Apartment,2,1,1,5.5,817.0,9,0,0,1,53508644
Kandy,House,3,2,2,6.0,1317.0,11,0,0,1,38542011
Kurunegala,Villa,4,3,1,,1540.0,19,0,0,0,38217235
Ratnapura,House,2,1,1,9.2,808.0,17,1,1,0,18813050
Colombo,House,2,1,3,28.7,1064.0,4,0,0,0,157209809
Kandy,Land & House,5,5,1,13.6,1998.0,1,0,0,1,103297497
Ratnapura,Villa,6,6,2,13.9,2337.0,36,0,0,0,45666823
Colombo,House,6,6,1,22.9,2211.0,5,0,0,0,206282599
Colombo,House,4,4,1,10.7,1592.0,15,0,0,0,146862116
Colombo,House,2,2,1,10.5,881.0,24,0,0,1,82309881
Negombo,House,2,1,1,25.2,760.0,5,0,0,0,49328382
Colombo,House,3,2,3,26.7,1575.0,15,1,0,0,137315449
Ratnapura,Villa,3,2,1,4.2,1253.0,2,0,0,0,33034942
Galle,House,6,5,1,6.3,2267.0,38,1,0,1,59716635
Galle,Apartment,4,3,2,7.6,1656.0,1,0,0,0,48471982
Colombo,House,4,3,2,10.5,1659.0,9,1,0,0,132960374
Galle,Land & House,2,1,2,9.2,979.0,12,1,0,1,55024324
Jaffna,House,5,4,3,20.6,2076.0,22,1,0,0,45407035
Matara,House,4,4,2,30.4,1696.0,2,1,0,0,40128373
Matara,House,2,1,1,7.2,939.0,9,1,0,0,18484112
Negombo,Apartment,5,5,2,16.4,2137.0,5,0,0,1,78949718
Anuradhapura,Apartment,3,2,2,10.9,1311.0,6,1,0,1,18505073
Kurunegala,House,2,2,1,14.6,956.0,22,0,0,0,13232123
Matara,House,4,3,1,18.5,1740.0,0,1,0,1,45079557
Colombo,House,4,3,1,37.6,1518.0,20,1,1,0,192427045
Colombo,Apartment,2,2,1,7.2,919.0,23,0,0,0,52539859
Colombo,Apartment,3,2,1,5.4,973.0,31,0,0,1,53232511
Jaffna,House,6,6,1,18.8,2124.0,15,0,0,0,47307665
Kandy,House,4,4,3,11.5,1859.0,6,0,0,0,63314913
Kandy,House,4,4,3,6.7,1749.0,9,1,0,0,53096308
Anuradhapura,House,2,1,2,5.9,1203.0,38,1,0,0,14974956
Anuradhapura,Apartment,2,2,2,16.3,1059.0,29,0,0,0,10853676
Anuradhapura,House,3,2,1,9.4,1296.0,9,0,1,0,26735978
Kandy,House,2,2,3,93.4,1147.0,35,0,0,1,68762250
Jaffna,House,2,2,2,11.8,899.0,24,1,1,1,29811919
Colombo,Land & House,2,1,1,7.6,798.0,31,1,0,0,76409557
Colombo,Land & House,3,3,1,18.9,1225.0,17,1,0,0,182409251
Colombo,House,3,3,1,8.2,1136.0,27,0,1,0,97890771
Kandy,House,4,4,1,14.2,1617.0,30,1,0,0,51551491
Kandy,House,2,1,1,13.9,921.0,1,0,0,1,40387139
Kurunegala,Apartment,3,2,1,13.1,1200.0,37,0,0,0,13850993
Colombo,House,1,1,1,27.9,400.0,6,0,0,0,89797566
Matara,Apartment,3,3,1,7.7,1371.0,9,1,0,0,24990210
Galle,Apartment,2,1,3,39.2,1128.0,23,1,0,0,47942196
Kandy,Land & House,6,6,1,27.5,2520.0,16,0,1,0,107176946
Galle,House,4,3,1,10.1,1615.0,30,0,0,1,50248671
Kandy,Villa,3,2,2,7.0,1329.0,8,0,0,0,62251702
Negombo,Villa,2,1,2,8.9,1044.0,7,1,0,0,70909603
Galle,House,3,3,1,10.1,998.0,0,0,0,0,46925931
Colombo,House,4,3,2,16.2,1802.0,9,0,0,1,144600324
Colombo,House,2,1,1,4.7,1106.0,19,0,0,0,66007472
Galle,House,3,2,1,40.9,991.0,5,1,0,0,78253456
Anuradhapura,House,4,3,1,5.6,1521.0,9,1,0,0,24564795
Kandy,Apartment,4,3,2,8.9,1689.0,4,1,0,0,51669657
Matara,House,4,3,1,5.7,1637.0,22,0,0,0,30824470
Jaffna,Land & House,5,5,2,8.4,2260.0,1,1,0,0,75441587
Ratnapura,House,5,4,1,31.3,1938.0,18,1,0,0,34747768
Kurunegala,Land & House,3,3,2,18.3,1564.0,7,1,0,0,40023757
Negombo,House,3,2,1,7.9,1217.0,0,0,0,0,58118520
Jaffna,Villa,4,3,1,34.8,1595.0,26,0,1,0,64350440
Anuradhapura,House,4,3,2,28.2,1732.0,10,0,0,0,30304344
Kandy,House,6,5,2,25.0,2522.0,14,0,0,1,85772129
Kandy,Land & House,1,1,1,32.2,457.0,20,0,0,0,33666814
Colombo,House,3,3,2,18.5,1431.0,16,1,0,0,159623519
Kurunegala,Apartment,3,2,2,14.4,1226.0,20,0,1,0,19226267
Kurunegala,Apartment,3,2,1,11.0,1171.0,21,0,0,0,15273835
Colombo,Apartment,2,1,3,7.8,1086.0,13,0,0,1,73932503
Negombo,Apartment,4,4,2,16.2,1708.0,7,1,0,0,69298627
Galle,Villa,2,1,1,37.0,818.0,4,1,0,1,99072998
Colombo,House,4,3,1,17.5,1663.0,31,1,0,1,122069505
Badulla,Apartment,4,3,2,41.8,1612.0,38,1,0,1,17787719
Colombo,Land & House,3,2,1,10.6,1026.0,7,0,1,1,161344123
Colombo,House,3,2,1,21.8,1064.0,2,1,0,0,155930332
Negombo,House,4,3,1,19.7,1649.0,4,1,0,0,91548393
Matara,Villa,4,3,2,20.6,1603.0,17,0,0,1,58335481
Colombo,House,5,5,1,19.5,1939.0,3,0,0,0,173750258
Jaffna,House,5,4,2,7.8,2020.0,22,0,0,1,37212616
Galle,House,6,5,1,6.3,2332.0,33,0,0,1,70692374
Colombo,Apartment,3,2,1,61.7,1176.0,37,0,0,0,156783985
Colombo,House,5,4,2,4.7,2326.0,0,0,0,0,173667905
Negombo,Apartment,4,3,2,13.5,1889.0,36,0,0,0,46810081
Kandy,Villa,5,4,1,12.3,1868.0,20,1,0,1,87612033
Ratnapura,House,1,1,1,10.7,454.0,1,1,1,0,15951585
Kurunegala,Apartment,6,5,1,26.8,2563.0,8,1,0,1,40709728
Badulla,Land & House,3,2,2,24.5,1242.0,18,0,0,1,23718443
Colombo,Apartment,4,4,1,39.3,1544.0,36,0,0,0,134332739
Ratnapura,Villa,2,1,2,11.5,1002.0,3,0,0,0,27781189
Galle,House,3,2,2,16.5,1349.0,2,1,0,1,66038563
Kandy,Villa,3,3,1,37.4,1026.0,10,1,0,1,95834483
Colombo,House,3,3,1,80.4,1249.0,37,0,0,1,262658283
Colombo,House,2,1,1,56.2,752.0,38,0,0,0,140248776
Jaffna,House,4,3,1,23.0,1693.0,4,0,0,1,40917305
Galle,House,1,1,2,6.3,504.0,6,1,1,1,34072432
Colombo,Villa,3,3,2,4.4,1355.0,32,0,0,0,131100789
Negombo,House,2,2,2,30.2,778.0,20,0,0,1,46453857
Colombo,Apartment,3,2,1,31.6,984.0,38,0,1,0,97162390
Negombo,Villa,3,3,3,24.6,1416.0,30,1,0,0,98524768
Kandy,Apartment,3,3,1,8.9,1130.0,4,0,0,1,38114138
Kurunegala,House,3,3,1,19.3,1346.0,21,1,0,0,26742021
Kurunegala,Apartment,4,4,2,9.7,1695.0,0,0,0,0,22642533
Galle,House,2,2,2,13.0,1129.0,24,0,0,0,43791946
Kandy,House,2,1,1,11.2,812.0,14,1,0,0,28519168
Kandy,Land & House,2,2,2,40.7,1060.0,36,0,0,0,51785800
Kurunegala,House,6,5,3,8.0,2477.0,37,0,0,1,31649851
Kandy,House,3,2,2,16.9,1270.0,0,0,0,0,48330509
Colombo,Land & House,3,2,1,10.7,1017.0,3,1,0,0,130002227
Colombo,House,2,1,2,20.3,1033.0,10,1,0,1,146188738
Galle,Apartment,3,2,2,16.5,1376.0,29,0,0,0,36926160
Galle,House,2,1,2,42.7,1077.0,24,0,0,0,55770081
Kurunegala,House,1,1,2,5.6,671.0,37,0,0,1,8448918
Colombo,House,3,2,3,7.7,1702.0,14,0,1,0,124567329
Kandy,House,3,2,1,25.8,1217.0,4,0,1,1,60999539
Kurunegala,House,2,1,1,10.9,949.0,0,0,0,0,18979663
Kurunegala,Villa,4,4,1,6.7,1517.0,4,0,0,0,44326648
Kandy,Apartment,6,5,1,14.5,2159.0,17,0,0,0,59531945
Galle,Land & House,3,2,1,19.8,1271.0,33,1,1,0,72527339
Kandy,House,4,3,2,4.7,1691.0,6,0,0,0,54380457
Ratnapura,Apartment,6,6,1,9.2,2333.0,29,0,1,0,30206593
Colombo,Apartment,4,4,2,28.9,1735.0,8,1,0,0,159698575
Ratnapura,Land & House,3,2,2,15.0,1270.0,6,1,0,0,34123219
Jaffna,House,4,4,1,4.5,1657.0,11,1,1,0,45107072
Galle,Apartment,2,1,3,9.0,1062.0,9,1,0,0,37872810
Colombo,Land & House,3,2,1,19.3,1262.0,32,0,0,0,145159168
Galle,House,3,2,2,7.3,1478.0,9,1,0,1,66537559
Kandy,Land & House,2,1,2,30.4,961.0,5,1,0,1,70558001
Colombo,House,3,2,1,20.9,1315.0,25,0,0,0,136562633
Jaffna,Villa,2,1,1,13.6,889.0,40,0,0,0,23588975
Badulla,Land & House,4,3,1,41.1,1635.0,16,0,0,0,34803492
Negombo,Apartment,3,2,2,11.5,1266.0,4,1,0,0,45276132
Jaffna,House,3,2,2,8.0,1371.0,4,0,0,0,33308135
Colombo,House,2,1,1,20.2,709.0,1,0,0,0,105055838
Kandy,Land & House,2,1,2,16.8,1171.0,1,0,0,0,62454346
Colombo,Apartment,3,3,1,10.1,998.0,32,0,0,0,67216033
Negombo,House,6,6,1,10.3,2214.0,1,1,1,0,124530409
Ratnapura,Apartment,2,1,3,11.6,1056.0,10,0,0,0,13347460
Jaffna,Apartment,3,3,1,9.2,1267.0,18,0,0,0,18916321
Colombo,House,5,4,3,22.6,2392.0,26,0,0,0,190612125
Kandy,House,2,2,2,19.8,1065.0,3,1,0,0,45471178
Negombo,House,5,4,3,12.7,2496.0,9,0,0,0,108365072
Kandy,Apartment,3,3,1,11.6,1062.0,4,0,0,1,32188226
Kurunegala,Apartment,3,2,1,10.8,1069.0,4,0,0,0,15216160
Kurunegala,Apartment,3,3,1,9.0,1110.0,6,0,0,0,16132419
Negombo,Villa,3,2,2,5.3,1362.0,13,0,0,1,91851859
Kandy,Land & House,3,3,2,8.7,1247.0,0,0,0,0,58580411
Colombo,Apartment,5,5,1,9.8,1824.0,8,0,1,0,126123138
Colombo,House,4,3,2,15.9,1762.0,3,0,1,0,211175092
Kandy,Apartment,4,4,1,26.3,1426.0,37,1,0,1,37848458
Kandy,House,4,4,1,11.6,1436.0,13,1,0,0,42280446
Jaffna,Apartment,3,2,1,47.4,1160.0,28,0,0,0,25778807
Jaffna,Apartment,4,4,1,30.3,1519.0,3,1,0,0,35197386
Colombo,House,3,2,1,66.8,1301.0,23,0,0,0,223272888
Kandy,Land & House,4,4,1,35.3,1459.0,8,0,0,0,80939530
Colombo,House,3,3,2,18.4,1277.0,3,0,0,1,140025325
Colombo,Apartment,4,3,2,17.7,1758.0,21,1,0,1,141020943
Kurunegala,House,5,5,1,6.1,1980.0,21,0,0,1,33424487
Colombo,Land & House,3,2,2,23.2,1492.0,40,0,0,0,151024384
Kandy,House,2,1,2,17.8,1046.0,22,0,1,0,41635026
Colombo,House,3,3,1,14.6,1213.0,2,1,1,0,174113055
Anuradhapura,House,3,2,2,21.7,1407.0,6,1,0,1,28438086
Negombo,House,4,4,2,12.8,1673.0,9,0,0,1,82064970
Colombo,House,6,6,2,15.1,2372.0,2,0,0,1,219251428
Galle,Apartment,3,3,2,11.6,1172.0,22,1,1,0,46948259
Matara,House,3,2,2,23.0,1439.0,11,0,0,0,31383190
Ratnapura,House,4,3,1,35.4,1571.0,35,0,1,1,26746916
Colombo,House,2,2,2,31.6,1077.0,13,1,0,1,161001309
Anuradhapura,Villa,3,2,1,27.1,918.0,11,0,0,0,31338703
Ratnapura,Apartment,5,4,3,4.2,2195.0,1,0,0,0,30837815
Anuradhapura,Villa,4,4,1,40.4,1464.0,2,0,0,1,52048062
Negombo,Apartment,1,1,1,8.8,650.0,26,1,0,0,25205667
Negombo,House,2,1,2,36.8,1061.0,40,1,0,1,58069032
Kandy,House,4,4,1,7.3,1573.0,8,0,0,1,61006834
Matara,House,4,4,2,12.7,1656.0,23,1,0,0,26091010
Galle,Villa,4,3,1,24.8,1589.0,15,0,1,0,104043167
Jaffna,Land & House,3,2,2,19.3,1257.0,37,0,0,0,34205514
Kandy,Apartment,5,4,1,12.1,1890.0,4,0,0,0,50583815
Matara,House,3,3,1,21.0,1142.0,12,1,0,0,27431819
Kurunegala,House,4,3,1,15.9,1776.0,8,0,0,0,36907210
Colombo,House,3,2,2,8.8,1496.0,12,1,1,0,144229777
Kurunegala,Apartment,2,1,2,19.6,1106.0,5,0,0,1,20507053
Galle,House,6,6,2,7.4,2250.0,10,0,0,0,79361834
Kurunegala,Land & House,2,1,3,21.8,1236.0,14,1,0,1,34200222
Galle,House,3,3,2,4.0,1368.0,1,1,0,1,58524340
Kandy,Land & House,4,3,3,15.9,1972.0,20,0,0,1,90270365
Anuradhapura,Villa,4,3,1,11.7,1582.0,18,0,0,1,37901269
Colombo,Villa,4,3,1,9.4,1549.0,29,0,0,0,154799637
Kurunegala,Apartment,3,3,1,14.9,1223.0,8,0,0,0,17577418
Galle,Apartment,3,2,1,19.5,1019.0,1,1,0,0,42841417
Galle,Apartment,5,4,2,54.4,1973.0,9,0,1,0,86259018
Kandy,Apartment,1,1,2,30.9,687.0,2,1,0,1,32348737
Negombo,Apartment,5,4,2,22.9,2163.0,16,0,0,1,84441584
Kandy,Land & House,2,2,2,13.8,944.0,0,1,0,1,62535965
Colombo,Villa,4,3,3,11.5,1845.0,7,0,0,1,259031686
Colombo,Villa,2,1,2,4.5,839.0,1,0,1,0,136439209
Colombo,Land & House,3,2,1,10.7,1345.0,0,1,0,0,163390343
Badulla,House,5,4,1,32.3,2011.0,37,1,0,0,21007677
Ratnapura,House,3,2,1,11.3,1265.0,40,1,0,0,17555819
Kandy,Apartment,4,3,1,13.3,1590.0,12,0,0,0,40338297
Matara,Apartment,4,4,2,8.8,1855.0,4,1,0,0,35855760
Kandy,Villa,4,3,2,8.8,1619.0,32,0,0,0,60705936
Jaffna,House,5,4,1,5.0,1808.0,33,1,0,0,31693111
Kurunegala,Apartment,3,2,2,18.3,1456.0,27,0,1,0,21231358
Ratnapura,Apartment,2,1,2,12.9,1099.0,12,0,0,1,15650501
Kandy,House,1,1,1,18.0,400.0,1,1,0,1,31782289
Matara,Apartment,2,1,1,15.9,796.0,1,0,0,0,13443659
Colombo,Villa,2,2,3,28.1,1318.0,31,0,0,1,200969926
Badulla,House,3,3,2,24.9,1391.0,29,0,0,0,15650077
Colombo,Apartment,2,2,1,26.1,928.0,9,0,0,0,107145020
Negombo,Apartment,1,1,1,14.4,400.0,6,1,0,0,23369939
Jaffna,House,1,1,1,10.6,565.0,15,1,0,1,16147202
Jaffna,House,4,4,1,44.6,1408.0,23,1,0,1,39033336
Colombo,Land & House,3,2,2,4.8,1152.0,20,0,0,0,104061427
Ratnapura,House,3,2,1,6.5,1272.0,14,0,0,0,19629900
Colombo,House,5,4,1,12.2,2043.0,4,0,0,1,165086981
Negombo,House,2,1,1,18.3,824.0,5,0,0,0,46909097
Colombo,Apartment,6,5,2,4.1,2345.0,19,1,0,0,120047011
Kandy,Apartment,4,4,1,23.1,1721.0,23,0,0,0,47464447
Galle,Apartment,2,1,1,16.3,830.0,2,0,0,0,32255789
Kandy,House,4,3,2,13.9,1693.0,3,0,0,1,57896799
Colombo,Land & House,4,3,1,12.3,1719.0,17,0,1,0,236198512
Colombo,House,3,3,1,15.0,1164.0,8,1,0,0,140459380
Kandy,House,5,4,1,6.6,1834.0,13,1,1,0,83330182
Matara,Apartment,2,1,2,5.7,1081.0,14,0,0,0,15139276
Anuradhapura,House,3,3,3,9.1,1428.0,22,1,0,0,19665910
Colombo,Land & House,2,1,1,22.5,835.0,23,0,0,0,135288927
Kandy,Land & House,2,1,1,17.3,718.0,5,1,0,0,49299629
Colombo,House,2,1,1,13.8,868.0,12,0,0,0,89549200
Colombo,Land & House,5,4,2,16.7,2056.0,2,0,0,1,211014105
Jaffna,Villa,2,2,2,16.3,1096.0,25,0,1,0,40226032
Negombo,Land & House,3,2,2,9.5,1435.0,26,0,0,0,69196700
Colombo,House,3,2,2,5.5,1405.0,5,0,0,1,106901700
Colombo,Apartment,5,4,3,38.1,2239.0,3,0,0,0,183995006
Colombo,House,6,5,3,17.7,2542.0,1,0,0,0,224142979
Kurunegala,Villa,4,4,2,21.9,1760.0,13,0,0,0,37461896
Badulla,House,6,5,1,13.4,2138.0,1,0,0,1,33794363
Colombo,Apartment,4,3,1,25.2,1315.0,17,1,0,0,116673885
Colombo,House,6,6,2,17.2,2516.0,17,0,0,0,201589686
Anuradhapura,House,4,3,2,4.8,1767.0,14,0,0,0,26788238
Ratnapura,Apartment,2,1,2,37.1,987.0,29,0,0,0,13397784
Kandy,Land & House,3,2,1,9.5,1307.0,7,1,0,0,66818750
Colombo,Apartment,4,4,2,6.2,1626.0,31,0,0,0,78580265
Colombo,Land & House,3,2,1,5.4,1129.0,0,0,0,0,108713327
Negombo,House,3,2,2,23.1,1265.0,2,0,0,1,73201817
Kandy,Apartment,3,3,1,22.3,1256.0,8,0,0,0,36559142
Colombo,Apartment,5,4,1,22.1,1741.0,14,1,0,0,124828784
Negombo,House,1,1,1,41.1,423.0,0,0,0,0,54636806
Colombo,Apartment,4,3,2,10.4,1728.0,13,0,0,1,99076085
Matara,Apartment,4,4,1,16.4,1429.0,6,1,0,1,29656407
Kandy,Apartment,6,6,1,18.5,2183.0,30,0,0,1,46463301
Colombo,Villa,5,5,1,62.3,1678.0,12,1,0,1,439309708
Negombo,Apartment,4,3,2,9.6,1760.0,13,1,0,0,57631252
Kandy,House,3,2,1,51.0,1131.0,35,0,0,1,52920334
Badulla,House,2,1,3,6.4,1040.0,21,0,0,0,13564944
Galle,Apartment,3,3,2,25.7,1220.0,9,1,0,0,46358281
Colombo,House,4,3,1,19.0,1508.0,10,1,0,1,158792127
Jaffna,House,5,4,2,29.5,1891.0,16,1,0,0,51694907
Colombo,House,4,4,1,4.4,1744.0,3,0,0,0,147270365
Anuradhapura,Apartment,2,1,2,5.2,761.0,1,0,0,0,8863676
Kandy,House,3,2,1,5.1,1154.0,6,0,0,1,44542647
Galle,Villa,3,2,3,17.5,1510.0,22,1,0,0,101938877
Colombo,Apartment,1,1,2,17.9,572.0,4,1,0,0,74545383
Kandy,House,2,2,2,39.5,1021.0,2,0,0,0,52207839
Kurunegala,Villa,2,1,1,13.5,770.0,4,1,0,0,26637453
Kurunegala,Apartment,4,3,1,5.1,1703.0,17,0,0,1,20525413
Colombo,Apartment,3,3,2,7.5,1238.0,14,0,0,1,82192138
Colombo,Apartment,3,3,2,4.1,1114.0,18,1,0,0,66745886
Kurunegala,House,6,5,1,26.5,2120.0,6,1,1,1,52247997
Ratnapura,Apartment,3,2,1,29.4,1238.0,31,1,0,1,17699960
Colombo,House,1,1,1,96.8,488.0,9,0,0,1,342321119
Galle,Land & House,3,3,2,12.0,1425.0,11,0,0,0,76815963
Kandy,Villa,2,1,1,4.3,900.0,36,0,0,0,35966196
Anuradhapura,Apartment,2,2,1,8.0,786.0,39,1,0,0,6953362
Colombo,House,2,2,1,17.3,801.0,16,0,0,0,92727487
Colombo,House,3,3,1,53.0,1161.0,35,1,0,0,193613108
Matara,House,2,1,1,5.6,1038.0,12,1,0,0,20619654
Colombo,Apartment,3,2,3,5.9,1569.0,6,0,0,0,110780600
Galle,House,5,4,1,22.1,2089.0,6,0,1,1,105039935
Galle,Apartment,3,3,3,20.5,1584.0,12,0,0,0,52114205
Kandy,House,5,5,1,8.3,1893.0,14,0,0,0,54654666
Kandy,Land & House,3,3,1,29.2,1098.0,9,0,0,0,70028463
Galle,House,3,3,1,6.1,1220.0,29,0,0,1,36522264
Colombo,Land & House,4,3,2,43.0,1693.0,8,0,1,0,302849685
Negombo,Land & House,2,2,2,7.4,990.0,5,0,0,0,47390639
Kurunegala,Apartment,2,2,1,5.3,829.0,0,1,0,1,16262630
Matara,Villa,4,4,1,10.2,1344.0,38,1,0,0,37935476
Colombo,House,3,3,3,7.1,1626.0,24,0,1,1,126933658
Colombo,Apartment,4,3,3,15.2,1844.0,14,0,0,0,128922121
Colombo,House,5,4,1,21.4,1758.0,24,0,0,0,159307305
Kandy,House,3,2,2,14.1,1398.0,23,1,0,0,44358520
Kandy,Apartment,3,2,1,20.2,1114.0,34,0,0,0,25782524
Jaffna,Apartment,3,3,1,10.8,1256.0,8,0,1,0,23954696
Colombo,Apartment,6,6,1,4.4,2338.0,12,0,0,1,132506229
Colombo,House,4,3,1,58.8,1651.0,1,1,0,0,257576393
Kandy,House,5,4,2,29.7,2033.0,37,0,0,1,60805858
Jaffna,House,3,3,1,5.1,1158.0,39,0,0,1,19438474
Colombo,House,4,4,2,12.9,1637.0,22,0,0,1,125287753
Negombo,House,3,3,3,19.1,1427.0,9,0,0,0,73779676
Colombo,House,2,2,1,7.2,848.0,10,0,0,0,65914441
Anuradhapura,House,5,5,1,16.9,1879.0,9,1,0,1,28568333
Anuradhapura,Villa,1,1,2,15.4,567.0,5,1,0,1,19928915
Kandy,House,6,5,1,7.5,2135.0,11,1,0,1,70089426
Colombo,Apartment,2,2,1,6.3,839.0,1,0,0,0,59856064
Kandy,House,4,4,1,25.3,1506.0,40,0,0,1,41411238
Colombo,Land & House,3,2,1,9.8,1085.0,8,1,0,0,142054978
Jaffna,Apartment,3,2,2,8.2,1433.0,34,0,0,0,17867510
Kurunegala,House,2,1,2,24.1,1177.0,19,0,0,0,18790688
Jaffna,Apartment,3,3,1,24.0,1296.0,5,0,0,0,28125638
Kurunegala,House,3,2,2,8.9,1277.0,4,1,1,1,32104196
Kandy,Apartment,4,4,3,34.9,1844.0,40,0,0,1,39786491
Colombo,House,1,1,1,21.5,654.0,22,0,1,0,93179295
Matara,Land & House,2,2,1,10.4,732.0,4,1,0,0,23396714
Kandy,House,2,2,3,12.4,1228.0,1,0,1,0,48517046
Jaffna,House,3,2,3,23.5,1355.0,18,1,0,0,32348650
Colombo,Villa,4,3,1,7.6,1718.0,6,0,0,0,212091171
Colombo,House,5,4,1,13.5,1856.0,4,1,0,1,166415368
Badulla,Villa,2,2,1,19.9,1072.0,20,0,0,0,24477653
Colombo,Apartment,3,3,1,15.6,1372.0,17,0,0,1,91259340
Badulla,Villa,4,3,2,18.1,1689.0,10,1,0,0,47170646
Badulla,House,3,2,1,15.9,1128.0,35,1,0,1,15264784
Kurunegala,Villa,3,2,1,7.3,1219.0,17,1,0,1,34949665
Jaffna,Villa,3,2,1,11.9,1181.0,30,0,1,0,45533360
Negombo,House,2,2,3,15.4,1109.0,3,1,0,1,62816210
Anuradhapura,House,1,1,1,26.7,400.0,5,0,0,1,10350608
Kandy,House,2,2,1,19.9,798.0,2,0,0,0,29791513
Galle,Land & House,4,4,3,12.3,1738.0,6,0,0,0,92336935
Negombo,House,2,1,2,59.0,1055.0,38,0,0,0,62359260
Kandy,Apartment,2,1,1,5.7,949.0,37,0,0,0,18326949
Kandy,House,3,3,1,7.5,1274.0,21,1,0,0,40258374
Kandy,House,2,2,1,10.3,884.0,11,0,0,1,35911527
Negombo,Apartment,2,1,2,7.9,914.0,22,0,0,0,23797853
Kurunegala,Land & House,5,4,1,18.7,1920.0,12,0,0,0,51025766
Colombo,Apartment,1,1,1,4.6,579.0,0,0,0,0,41717149
Ratnapura,Villa,4,4,1,6.9,1491.0,11,1,0,1,44619989
Jaffna,Apartment,3,3,1,9.2,1211.0,14,0,0,1,19369657
Kurunegala,House,4,3,2,21.2,1685.0,5,0,0,1,29372753
Negombo,House,3,2,1,35.3,1366.0,3,1,0,0,84593537
Matara,Apartment,2,1,1,28.0,935.0,5,0,0,1,20732362
Colombo,Land & House,4,3,3,7.0,1910.0,14,1,1,0,210322984
Kurunegala,Land & House,3,2,2,16.5,1178.0,2,0,1,0,39236598
Colombo,House,4,4,1,4.5,1567.0,19,0,0,0,92782862
Anuradhapura,House,3,3,2,9.6,1334.0,8,0,0,0,20929656
Badulla,House,6,5,1,28.6,2233.0,7,1,0,1,41514525
Kandy,Land & House,4,3,2,13.2,1543.0,23,1,0,0,72923829
Colombo,Land & House,6,5,2,6.4,2291.0,11,0,0,0,195469326
Matara,Villa,3,2,2,12.7,1343.0,7,1,0,1,48980103
Colombo,House,3,2,2,7.3,1461.0,29,1,1,1,116454176
Anuradhapura,Apartment,4,4,1,11.5,1490.0,7,0,1,0,21890882
Colombo,Apartment,5,5,2,14.0,2010.0,27,1,1,0,142878277
Colombo,House,6,6,1,10.5,2428.0,11,0,1,0,251624863
Badulla,Apartment,3,3,1,45.5,1170.0,3,1,0,0,17002912
Jaffna,House,4,3,3,16.4,1837.0,14,0,1,0,47233336
Kurunegala,House,2,2,2,31.8,988.0,5,1,0,1,25390136
Kandy,Land & House,3,3,3,25.5,1365.0,2,0,0,0,75330041
Jaffna,Villa,2,1,1,20.2,907.0,1,0,0,0,43619191
Negombo,House,3,3,1,14.3,1134.0,4,0,1,1,73266742
Negombo,Apartment,5,4,1,4.0,1896.0,20,0,0,0,45383423
Jaffna,House,2,1,2,18.3,1044.0,25,1,0,0,21081066
Negombo,Villa,4,3,1,10.6,1744.0,27,1,0,0,96976950
Kandy,Villa,3,2,1,5.9,1068.0,5,0,0,0,54731679
Colombo,Villa,2,2,1,12.8,936.0,16,0,0,0,136593460
Matara,Villa,3,3,2,24.0,1436.0,4,0,0,1,53319510
Colombo,House,3,2,1,52.9,1136.0,14,0,0,0,172996953
Jaffna,House,2,1,2,11.0,1059.0,30,1,0,1,19675810
Colombo,Apartment,4,3,1,15.7,1714.0,0,0,0,1,112807286
